2016-01-27 00:00:00,249
2016-01-27 01:00:00,410
2016-01-27 02:00:00,367
2016-01-27 03:00:00,223
2016-01-27 04:00:00,239
2016-01-27 05:00:00,285
2016-01-27 06:00:00,206
2016-01-27 07:00:00,253
2016-01-27 08:00:00,388
2016-01-27 09:00:00,550
2016-01-27 10:00:00,264
2016-01-27 11:00:00,285
2016-01-27 12:00:00,293
2016-01-27 13:00:00,329
2016-01-27 14:00:00,266
2016-01-27 15:00:00,289
2016-01-27 16:00:00,273
2016-01-27 17:00:00,1549
2016-01-27 18:00:00,482
2016-01-27 19:00:00,1027
2016-01-27 20:00:00,284
2016-01-27 21:00:00,352
2016-01-27 22:00:00,292
2016-01-27 23:00:00,1338
