2016-02-05 00:00:00,524
2016-02-05 01:00:00,1674
2016-02-05 02:00:00,460
2016-02-05 03:00:00,374
2016-02-05 04:00:00,441
2016-02-05 05:00:00,472
2016-02-05 06:00:00,438
2016-02-05 07:00:00,2103
2016-02-05 08:00:00,596
2016-02-05 09:00:00,2629
2016-02-05 10:00:00,1371
2016-02-05 11:00:00,2169
2016-02-05 12:00:00,1358
2016-02-05 13:00:00,2376
2016-02-05 14:00:00,719
2016-02-05 15:00:00,606
2016-02-05 16:00:00,2825
2016-02-05 17:00:00,632
2016-02-05 18:00:00,1879
2016-02-05 19:00:00,498
2016-02-05 20:00:00,1940
2016-02-05 21:00:00,1751
2016-02-05 22:00:00,2518
2016-02-05 23:00:00,678
