2016-03-07 00:00:00,1656
2016-03-07 01:00:00,473
2016-03-07 02:00:00,427
2016-03-07 03:00:00,3214
2016-03-07 04:00:00,418
2016-03-07 05:00:00,464
2016-03-07 06:00:00,457
2016-03-07 07:00:00,684
2016-03-07 08:00:00,533
2016-03-07 09:00:00,813
2016-03-07 10:00:00,471
2016-03-07 11:00:00,687
2016-03-07 12:00:00,454
2016-03-07 13:00:00,686
2016-03-07 14:00:00,419
2016-03-07 15:00:00,622
2016-03-07 16:00:00,329
2016-03-07 17:00:00,613
2016-03-07 18:00:00,374
2016-03-07 19:00:00,2606
2016-03-07 20:00:00,512
2016-03-07 21:00:00,578
2016-03-07 22:00:00,853
2016-03-07 23:00:00,502
