2016-03-21 00:00:00,365
2016-03-21 01:00:00,357
2016-03-21 02:00:00,366
2016-03-21 03:00:00,714
2016-03-21 04:00:00,742
2016-03-21 05:00:00,710
2016-03-21 06:00:00,806
2016-03-21 07:00:00,929
2016-03-21 08:00:00,1669
2016-03-21 09:00:00,782
2016-03-21 10:00:00,1119
2016-03-21 11:00:00,422
2016-03-21 12:00:00,571
2016-03-21 13:00:00,445
2016-03-21 14:00:00,1947
2016-03-21 15:00:00,508
2016-03-21 16:00:00,1685
2016-03-21 17:00:00,336
2016-03-21 18:00:00,2076
2016-03-21 19:00:00,619
2016-03-21 20:00:00,538
2016-03-21 21:00:00,1267
2016-03-21 22:00:00,1858
2016-03-21 23:00:00,539
