2016-02-28 00:00:00,2726
2016-02-28 01:00:00,1350
2016-02-28 02:00:00,1916
2016-02-28 03:00:00,1786
2016-02-28 04:00:00,2282
2016-02-28 05:00:00,1120
2016-02-28 06:00:00,2266
2016-02-28 07:00:00,1530
2016-02-28 08:00:00,923
2016-02-28 09:00:00,389
2016-02-28 10:00:00,1386
2016-02-28 11:00:00,2334
2016-02-28 12:00:00,569
2016-02-28 13:00:00,1722
2016-02-28 14:00:00,996
2016-02-28 15:00:00,362
2016-02-28 16:00:00,1130
2016-02-28 17:00:00,421
2016-02-28 18:00:00,2443
2016-02-28 19:00:00,1788
2016-02-28 20:00:00,402
2016-02-28 21:00:00,2438
2016-02-28 22:00:00,1551
2016-02-28 23:00:00,1164
