2016-01-24 00:00:00,224
2016-01-24 01:00:00,210
2016-01-24 02:00:00,188
2016-01-24 03:00:00,195
2016-01-24 04:00:00,237
2016-01-24 05:00:00,369
2016-01-24 06:00:00,193
2016-01-24 07:00:00,843
2016-01-24 08:00:00,432
2016-01-24 09:00:00,469
2016-01-24 10:00:00,483
2016-01-24 11:00:00,486
2016-01-24 12:00:00,475
2016-01-24 13:00:00,389
2016-01-24 14:00:00,378
2016-01-24 15:00:00,424
2016-01-24 16:00:00,223
2016-01-24 17:00:00,232
2016-01-24 18:00:00,194
2016-01-24 19:00:00,206
2016-01-24 20:00:00,208
2016-01-24 21:00:00,282
2016-01-24 22:00:00,177
2016-01-24 23:00:00,218
