2016-01-18 00:00:00,229
2016-01-18 01:00:00,258
2016-01-18 02:00:00,214
2016-01-18 03:00:00,212
2016-01-18 04:00:00,199
2016-01-18 05:00:00,353
2016-01-18 06:00:00,232
2016-01-18 07:00:00,245
2016-01-18 08:00:00,225
2016-01-18 09:00:00,522
2016-01-18 10:00:00,239
2016-01-18 11:00:00,278
2016-01-18 12:00:00,268
2016-01-18 13:00:00,326
2016-01-18 14:00:00,260
2016-01-18 15:00:00,263
2016-01-18 16:00:00,223
2016-01-18 17:00:00,229
2016-01-18 18:00:00,220
2016-01-18 19:00:00,293
2016-01-18 20:00:00,264
2016-01-18 21:00:00,269
2016-01-18 22:00:00,304
2016-01-18 23:00:00,277
