2016-01-08 00:00:00,495
2016-01-08 01:00:00,659
2016-01-08 02:00:00,403
2016-01-08 03:00:00,588
2016-01-08 04:00:00,650
2016-01-08 05:00:00,470
2016-01-08 06:00:00,364
2016-01-08 07:00:00,568
2016-01-08 08:00:00,373
2016-01-08 09:00:00,375
2016-01-08 10:00:00,367
2016-01-08 11:00:00,397
2016-01-08 12:00:00,392
2016-01-08 13:00:00,347
2016-01-08 14:00:00,442
2016-01-08 15:00:00,479
2016-01-08 16:00:00,417
2016-01-08 17:00:00,527
2016-01-08 18:00:00,454
2016-01-08 19:00:00,320
2016-01-08 20:00:00,453
2016-01-08 21:00:00,426
2016-01-08 22:00:00,460
2016-01-08 23:00:00,428
