2016-11-23 00:00:00,1071
2016-11-23 01:00:00,1007
2016-11-23 02:00:00,1211
2016-11-23 03:00:00,668
2016-11-23 04:00:00,449
2016-11-23 05:00:00,487
2016-11-23 06:00:00,518
2016-11-23 07:00:00,504
2016-11-23 08:00:00,447
2016-11-23 09:00:00,400
2016-11-23 10:00:00,402
2016-11-23 11:00:00,480
2016-11-23 12:00:00,588
2016-11-23 13:00:00,2174
2016-11-23 14:00:00,1264
2016-11-23 15:00:00,2005
2016-11-23 16:00:00,2372
2016-11-23 17:00:00,2575
2016-11-23 18:00:00,1694
2016-11-23 19:00:00,1837
2016-11-23 20:00:00,1716
2016-11-23 21:00:00,1734
2016-11-23 22:00:00,1281
2016-11-23 23:00:00,1070
