2016-12-25 00:00:00,723
2016-12-25 01:00:00,505
2016-12-25 02:00:00,563
2016-12-25 03:00:00,515
2016-12-25 04:00:00,457
2016-12-25 05:00:00,515
2016-12-25 06:00:00,590
2016-12-25 07:00:00,552
2016-12-25 08:00:00,557
2016-12-25 09:00:00,504
2016-12-25 10:00:00,440
2016-12-25 11:00:00,624
2016-12-25 12:00:00,567
2016-12-25 13:00:00,444
2016-12-25 14:00:00,563
2016-12-25 15:00:00,485
2016-12-25 16:00:00,458
2016-12-25 17:00:00,573
2016-12-25 18:00:00,542
2016-12-25 19:00:00,495
2016-12-25 20:00:00,408
2016-12-25 21:00:00,543
2016-12-25 22:00:00,538
2016-12-25 23:00:00,408
