2016-11-24 00:00:00,912
2016-11-24 01:00:00,761
2016-11-24 02:00:00,861
2016-11-24 03:00:00,523
2016-11-24 04:00:00,529
2016-11-24 05:00:00,560
2016-11-24 06:00:00,429
2016-11-24 07:00:00,439
2016-11-24 08:00:00,448
2016-11-24 09:00:00,416
2016-11-24 10:00:00,387
2016-11-24 11:00:00,393
2016-11-24 12:00:00,373
2016-11-24 13:00:00,440
2016-11-24 14:00:00,459
2016-11-24 15:00:00,448
2016-11-24 16:00:00,464
2016-11-24 17:00:00,494
2016-11-24 18:00:00,464
2016-11-24 19:00:00,435
2016-11-24 20:00:00,445
2016-11-24 21:00:00,495
2016-11-24 22:00:00,463
2016-11-24 23:00:00,422
