2016-11-08 00:00:00,1235
2016-11-08 01:00:00,1040
2016-11-08 02:00:00,620
2016-11-08 03:00:00,577
2016-11-08 04:00:00,580
2016-11-08 05:00:00,501
2016-11-08 06:00:00,571
2016-11-08 07:00:00,555
2016-11-08 08:00:00,527
2016-11-08 09:00:00,410
2016-11-08 10:00:00,452
2016-11-08 11:00:00,507
2016-11-08 12:00:00,781
2016-11-08 13:00:00,1446
2016-11-08 14:00:00,1139
2016-11-08 15:00:00,526
2016-11-08 16:00:00,1140
2016-11-08 17:00:00,904
2016-11-08 18:00:00,1458
2016-11-08 19:00:00,1198
2016-11-08 20:00:00,1175
2016-11-08 21:00:00,619
2016-11-08 22:00:00,1438
2016-11-08 23:00:00,1269
