2016-11-09 00:00:00,1283
2016-11-09 01:00:00,1282
2016-11-09 02:00:00,1279
2016-11-09 03:00:00,744
2016-11-09 04:00:00,645
2016-11-09 05:00:00,418
2016-11-09 06:00:00,401
2016-11-09 07:00:00,372
2016-11-09 08:00:00,444
2016-11-09 09:00:00,353
2016-11-09 10:00:00,364
2016-11-09 11:00:00,1108
2016-11-09 12:00:00,535
2016-11-09 13:00:00,1392
2016-11-09 14:00:00,608
2016-11-09 15:00:00,1187
2016-11-09 16:00:00,1299
2016-11-09 17:00:00,1560
2016-11-09 18:00:00,1335
2016-11-09 19:00:00,1099
2016-11-09 20:00:00,1442
2016-11-09 21:00:00,696
2016-11-09 22:00:00,1257
2016-11-09 23:00:00,1591
