2016-12-12 00:00:00,382
2016-12-12 01:00:00,355
2016-12-12 02:00:00,409
2016-12-12 03:00:00,370
2016-12-12 04:00:00,668
2016-12-12 05:00:00,494
2016-12-12 06:00:00,440
2016-12-12 07:00:00,427
2016-12-12 08:00:00,557
2016-12-12 09:00:00,392
2016-12-12 10:00:00,458
2016-12-12 11:00:00,546
2016-12-12 12:00:00,405
2016-12-12 13:00:00,918
2016-12-12 14:00:00,845
2016-12-12 15:00:00,1290
2016-12-12 16:00:00,1888
2016-12-12 17:00:00,1298
2016-12-12 18:00:00,1617
2016-12-12 19:00:00,2068
2016-12-12 20:00:00,788
2016-12-12 21:00:00,1256
2016-12-12 22:00:00,1142
2016-12-12 23:00:00,1000
