naive,ar,arma,arima,ets,Average,CrossValidation,GA,NaiveBaggingRegression,ArBaggingRegression,ArmaBaggingRegression,ArimaBaggingRegression,EtsBaggingRegression,NaiveGBM,ArGBM,ArmaGBM,ArimaGBM,EtsGBM,esn
27.7027027027,47.2972972973,44.3693693694,33.5585585586,28.8288288288,36.2612612613,27.7027027027,30.8558558559,27.7027027027,53.8288288288,52.7027027027,32.4324324324,27.4774774775,56.5315315315,20.4954954955,30.8558558559,24.0990990991,3.37837837838,37.6126126126
-21.1367673179,-2.48667850799,-2.30905861456,-17.9396092362,-18.1172291297,-12.43339254,-21.1367673179,-18.8277087034,-21.1367673179,3.73001776199,3.73001776199,-13.4991119005,-14.7424511545,-17.2291296625,-17.0515097691,-3.37477797513,-19.5381882771,-20.4262877442,-10.3019538188
16.0824742268,34.2268041237,27.4226804124,8.86597938144,13.1958762887,20.0,16.0824742268,13.6082474227,16.0824742268,40.0,37.3195876289,15.0515463918,13.8144329897,2.68041237113,10.3092783505,21.2371134021,-0.412371134021,1.03092783505,20.206185567
5.89519650655,27.7292576419,25.5458515284,11.7903930131,7.86026200873,15.7205240175,5.89519650655,8.9519650655,5.89519650655,34.7161572052,33.8427947598,11.5720524017,10.0436681223,6.98689956332,10.2620087336,10.480349345,7.64192139738,0.0,17.2489082969
-20.0698080279,-2.0942408377,-4.3630017452,-15.0087260035,-19.1972076789,-12.2164048866,-20.0698080279,-17.4520069808,-20.0698080279,3.83944153578,2.79232111693,-16.404886562,-16.0558464223,-15.5322862129,-16.0558464223,-5.06108202443,-12.0418848168,-21.6404886562,-10.9947643979
5.71955719557,21.7712177122,15.1291512915,4.79704797048,2.9520295203,10.147601476,5.71955719557,5.35055350554,5.71955719557,26.7527675277,24.1697416974,4.42804428044,1.84501845018,28.2287822878,-1.29151291513,13.6531365314,-11.0701107011,-9.22509225092,9.77859778598
9.49494949495,27.8787878788,24.6464646465,11.7171717172,9.89898989899,16.7676767677,9.49494949495,10.9090909091,9.49494949495,33.5353535354,32.3232323232,12.5252525253,8.48484848485,7.47474747475,3.43434343434,18.7878787879,1.81818181818,0.606060606061,17.9797979798
21.3235294118,45.3431372549,42.6470588235,28.9215686275,21.8137254902,32.1078431373,21.3235294118,25.0,21.3235294118,52.6960784314,51.7156862745,25.9803921569,25.4901960784,8.57843137255,37.9901960784,20.3431372549,12.7450980392,31.862745098,32.8431372549
-24.861878453,-4.41988950276,-5.52486187845,-23.94106814,-22.2836095764,-16.2062615101,-24.861878453,-23.7569060773,-24.861878453,1.84162062615,1.47329650092,-18.6003683241,-17.3112338858,-20.6261510129,-18.9686924494,-5.52486187845,-20.9944751381,-16.5745856354,-13.6279926335
0.92936802974,17.843866171,10.780669145,-6.87732342007,-3.71747211896,3.71747211896,0.92936802974,-0.743494423792,0.92936802974,22.8624535316,20.0743494424,0.185873605948,-1.48698884758,-11.3382899628,-4.83271375465,-12.2676579926,-11.5241635688,-10.4089219331,3.53159851301
31.862745098,54.4117647059,49.0196078431,36.0294117647,30.1470588235,40.1960784314,31.862745098,33.5784313725,31.862745098,61.0294117647,59.068627451,33.8235294118,30.3921568627,30.3921568627,41.1764705882,10.5392156863,23.5294117647,28.1862745098,40.6862745098
